battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,
1284,1,2.8,1,0,0,10240 MB,0.9,155,2,14,160,516,2197MB,16,2,9,0,1,yes,17000 MXN,
626,0,0.7,1,2,1,23552 MB,0.5,187,2,9,90,1334,3458MB,7,5,11,1,0,yes,"12,049 MXN",
1763,0,2.9,1,1,1,53000 MB,0.2,101,4,20,138,806,2066MB,12,9,17,1,1,1,EUR 21090,
694,1,1.8,1,15,0,36GB,0.4,193,4,20,983,1230,3676MB,12,8,5,1,0,yes,"$11,000 ",
1265,0,0.6,1,4,1,49 MB,0.5,90,1,5,275,687,1518MB,16,11,8,1,0,yes,29100 MXN,
816,1,0.5,0,4,0,14336 MB,0.9,198,3,13,149,558,1018MB,17,10,15,1,0,no,"USD 21,099",
904,0,1.8,0,3,1,35840 MB,0.4,168,3,4,42,507,1360MB,15,12,11,1,0,no,"$25,089 ",
979,0,0.5,1,0,1,5GB,0.5,164,7,2,793,1670,3449MB,5,2,14,1,0,No,"48,099 pesos",
1531,0,2,0,0,1,60 GB,0.4,162,6,1,625,765,2524MB,13,11,7,1,0,no,EUR 41000,
934,0,2,1,2,0,30GB,0.7,182,8,15,521,1190,703MB,10,8,7,0,0,yes,"8,049 MXN",
1624,1,2.6,1,0,0,59392 MB,1,200,3,11,1530,1744,1251MB,13,4,18,0,1,1,2100 USD,
874,0,1.3,0,5,0,8192 MB,0.5,185,1,20,442,1248,582MB,6,4,15,0,0,No,41100 USD,
1027,1,2.2,0,0,0,64512 MB,0.8,102,5,4,152,714,1732MB,8,5,13,0,1,Yes,30100 MXN,
1966,0,0.8,1,15,1,48 GB,0.2,144,1,16,1242,1973,1252MB,6,4,19,1,1,yes,"43,049 MXN",
1048,1,1.5,0,2,1,29 GB,1,182,1,4,29,1670,2146MB,11,10,2,1,0,No,EUR 22000,
1496,1,1.9,1,13,0,38000 MB,0.1,126,4,14,501,506,1927MB,17,4,6,0,0,yes,22000 MXN,
959,1,1.7,0,15,0,13 GB,0.4,155,4,16,87,736,3328MB,10,9,10,1,1,yes,EUR 22090,
1349,1,2.2,1,5,0,55GB,0.1,105,7,7,648,1019,2462MB,15,7,17,1,0,1,38000 USD,
1689,1,2.4,1,0,1,13312 MB,0.9,168,2,9,521,674,1172MB,12,11,17,1,1,1,26100 MXN,
1558,1,2.4,0,0,1,27 MB,0.1,146,1,1,120,1409,3598MB,9,2,12,1,0,yes,"25,000 pesos",
582,0,0.5,1,3,0,27 GB,0.2,168,3,10,985,1420,2437MB,19,2,2,1,1,1,"$14,000 ",
1485,0,2.8,0,3,1,45056 MB,0.1,138,4,14,341,774,3271MB,14,12,8,1,1,No,"$3,099 ",
1991,1,1.8,0,11,0,9 GB,0.7,94,3,12,751,1377,1511MB,17,8,9,0,0,no,"USD 30,089",
553,0,0.5,1,2,1,23000 MB,0.5,119,3,3,993,1517,2981MB,7,3,14,1,0,0,"$28,099 ",
1231,0,0.7,1,2,0,7GB,0.9,113,1,7,43,1663,3119MB,9,4,15,1,1,0,"$42,089 ",
805,0,0.8,0,1,0,34GB,0.6,88,6,2,1262,1538,3647MB,18,11,9,1,0,1,18000 MXN,
764,1,1.2,1,1,0,13GB,1,152,8,2,361,511,3148MB,18,7,6,1,1,no,EUR 26000,
894,0,0.9,0,5,1,54GB,0.2,130,3,15,104,541,2829MB,11,5,13,1,0,1,"40,099 pesos",
1589,0,2.6,0,9,0,47104 MB,0.4,84,3,16,618,940,2373MB,11,9,20,1,1,0,"$27,100 ",
1456,0,1.6,1,9,1,39 GB,0.1,80,8,10,815,1666,3998MB,6,3,13,1,1,No,"$4,090 ",
743,0,0.5,1,0,1,33 MB,0.3,95,2,1,1587,1659,316MB,19,10,4,1,0,0,"USD 40,000",
1061,1,2.1,0,3,1,52GB,0.1,109,7,4,138,1330,999MB,16,12,9,1,1,0,"$17,089 ",
1428,1,1.6,0,0,0,7 MB,0.1,153,4,2,584,983,1808MB,12,8,13,0,1,0,"43,000 pesos",
674,1,2.8,1,0,1,8000 MB,0.2,93,3,0,750,772,589MB,18,6,4,1,1,no,43100 USD,
832,0,1.1,0,0,1,47104 MB,0.3,93,6,0,820,1366,3317MB,8,0,19,1,1,0,"$29,000 MXN",
1625,1,0.5,1,2,1,50GB,0.1,107,8,17,8,1219,670MB,16,3,8,1,0,no,"$8,089 ",
907,0,1.4,1,3,0,42 GB,0.2,151,1,16,171,507,584MB,11,9,6,1,0,No,EUR 34000,
1631,0,0.5,0,2,1,13 GB,0.5,166,2,16,960,1735,2173MB,12,3,8,1,1,0,EUR 25100,
1584,1,1.3,0,6,0,41 GB,0.6,135,4,15,160,1291,1561MB,10,5,17,0,0,Yes,45000 USD,
1382,1,0.5,0,7,1,13 GB,0.3,199,2,18,612,719,2073MB,16,7,9,1,0,yes,"USD 3,099",
633,1,1.4,0,0,1,46000 MB,0.7,102,6,10,709,1915,1401MB,19,14,11,1,1,no,"USD 20,099",
1444,1,2.1,0,9,0,38912 MB,0.4,104,7,16,624,917,3764MB,14,9,10,0,0,0,9000 USD,
852,1,1.6,1,6,1,55296 MB,0.4,147,5,7,538,730,1275MB,13,7,12,1,0,1,EUR 21090,
922,1,0.7,0,0,1,47 GB,1,157,8,14,1295,1808,1464MB,17,4,12,1,0,yes,15100 USD,
1745,0,1.5,1,4,1,58368 MB,0.1,159,3,16,1164,1908,2885MB,13,11,5,1,1,1,EUR 32000,
862,0,2.3,0,9,1,6144 MB,0.1,107,8,14,829,1977,3458MB,9,4,9,1,1,yes,48100 USD,
1754,1,2.1,1,1,1,53248 MB,1,101,4,3,199,1452,3019MB,11,6,19,1,0,yes,"$6,089 MXN",
1008,0,2.5,0,3,0,36000 MB,1,109,1,14,825,1972,1083MB,6,4,6,0,0,No,"$47,000 MXN",
1569,0,0.5,1,3,0,33GB,0.2,147,1,13,519,930,3538MB,18,1,15,1,0,Yes,"$23,000 ",
1596,0,2.9,1,7,0,7 GB,0.7,149,2,9,169,1190,2493MB,14,12,13,1,1,1,"$49,000 ",
1807,1,0.5,1,2,1,61 MB,0.1,134,6,6,1734,1968,3726MB,8,5,15,1,0,no,13000 USD,
1660,0,2.8,1,4,0,7 MB,0.8,184,1,6,76,1165,1531MB,12,0,7,0,0,No,EUR 37100,
1861,1,0.9,0,4,1,55 MB,0.5,148,7,8,1698,1877,601MB,7,5,4,1,0,no,"$16,099 ",
648,0,1.9,1,4,0,8 GB,1,91,5,19,819,1997,2991MB,8,7,4,0,0,yes,13100 MXN,
1379,0,0.5,1,1,0,19 GB,0.3,134,8,17,387,671,3912MB,11,2,19,0,1,1,EUR 3000,
1910,1,1.7,0,0,0,34000 MB,0.6,115,2,0,985,1284,309MB,8,4,10,0,0,1,39100 MXN,
1807,0,2,1,0,1,13000 MB,0.5,155,8,0,970,974,323MB,9,3,3,1,1,1,"$2,049 ",
1923,0,0.5,1,7,0,46 GB,0.5,191,1,10,767,1759,1489MB,10,9,3,1,1,yes,"19,000 pesos",
1345,1,3,0,7,1,38912 MB,0.1,162,3,11,512,1465,1322MB,9,2,15,1,0,no,8000 USD,
904,0,1.6,1,5,1,14 MB,0.2,102,8,9,56,760,1846MB,7,0,3,1,0,1,EUR 22000,
1239,0,1.2,1,5,1,52 GB,0.9,122,2,10,590,661,417MB,8,0,6,1,0,yes,EUR 9090,
1330,0,0.9,0,6,1,52000 MB,0.8,84,4,12,462,1304,3269MB,19,6,8,1,1,no,"35,089 pesos",
516,1,0.7,1,1,0,30720 MB,0.9,138,1,12,126,698,3731MB,17,13,15,0,0,no,"26,099 pesos",
672,1,0.5,1,0,0,54 GB,0.9,95,4,11,578,1143,667MB,17,8,14,0,0,no,9100 USD,
892,1,0.5,0,0,1,47 GB,0.4,94,1,18,655,1782,1241MB,12,3,9,1,0,1,"31,049 MXN",
1778,0,0.5,0,0,1,23 MB,0.5,101,6,11,1028,1445,3941MB,19,6,13,1,0,0,"$41,000 ",
1130,1,2.5,0,4,1,58GB,0.1,132,5,14,88,1261,1018MB,17,1,16,1,0,no,"$22,000 ",
1359,0,0.6,0,4,0,59000 MB,0.3,86,2,6,1692,1902,3142MB,19,3,17,0,1,1,"$21,000 ",
1866,1,2.5,1,3,1,47 GB,0.8,89,5,9,358,1782,1444MB,7,4,20,1,0,No,"$25,000 ",
1597,0,2.3,0,11,0,34000 MB,0.4,89,1,14,64,1667,934MB,16,10,9,0,1,0,"26,099 pesos",
1046,1,2.8,1,0,1,58000 MB,0.2,100,8,0,259,1040,3863MB,17,12,9,1,1,1,10100 MXN,
1035,0,0.6,1,2,1,44000 MB,0.5,99,3,3,236,1960,3506MB,14,5,12,1,1,no,"$13,100 ",
1175,1,1.3,0,2,0,19 MB,0.3,164,7,9,873,1394,1944MB,9,4,9,1,1,0,"$46,000 ",
1261,1,0.5,1,0,1,11GB,0.2,90,4,0,858,1591,348MB,14,9,14,1,0,1,"12,099 MXN",
1068,0,0.7,1,9,0,52224 MB,0.5,124,4,15,1405,1910,550MB,12,8,6,1,1,No,10000 USD,
1713,0,3,1,5,1,20480 MB,0.9,104,7,17,237,890,971MB,11,10,10,1,0,0,30000 USD,
1688,0,2.5,0,0,1,21GB,0.2,170,7,0,650,864,3984MB,17,14,8,1,1,yes,"$2,099 ",
1413,1,0.5,1,4,1,45000 MB,0.4,104,5,6,1949,1994,2973MB,17,8,15,1,0,1,"$14,100 ",
559,1,0.5,0,10,0,11000 MB,0.4,82,5,14,541,823,2019MB,10,4,16,1,1,yes,34100 MXN,
1483,1,2.6,1,13,0,19000 MB,0.6,146,7,19,361,1552,1587MB,9,4,19,0,0,no,45100 MXN,
860,1,1.6,1,13,0,48000 MB,0.5,187,7,18,335,1463,1870MB,17,2,18,1,0,No,EUR 47100,
1090,0,1.3,1,5,0,27 GB,0.1,91,4,16,1638,1910,1352MB,5,1,11,0,1,0,"12,000 pesos",
686,1,0.5,0,11,0,3 GB,0.3,91,6,15,1109,1392,570MB,7,6,19,0,1,0,"3,049 MXN",
818,0,1.3,0,14,0,43000 MB,0.9,177,6,15,111,510,546MB,12,6,7,1,1,yes,"$4,089 ",
1456,0,1.6,1,5,0,49 GB,0.2,193,3,20,1285,1427,3624MB,12,11,16,1,1,0,"$36,089 ",
774,0,0.5,1,2,1,10000 MB,0.5,188,2,9,1480,1731,2944MB,8,6,2,1,1,1,"$31,100 ",
1068,0,0.5,1,0,1,19 MB,0.9,197,8,9,322,875,1209MB,19,12,12,1,1,no,"34,000 pesos",
1373,1,1.9,1,1,1,29GB,0.9,141,6,12,1220,1348,2752MB,15,2,7,1,1,Yes,"$9,090 ",
1777,1,3,0,3,0,20480 MB,0.6,188,6,5,511,616,3868MB,5,1,7,0,1,1,EUR 25000,
594,0,0.8,0,2,1,28GB,0.1,132,5,3,1011,1263,3087MB,16,4,4,1,1,Yes,36000 MXN,
1524,0,2.6,1,5,0,57000 MB,0.5,124,2,12,629,635,947MB,11,4,16,0,1,1,"8,049 MXN",
511,1,0.6,1,12,0,50 MB,0.1,175,3,16,140,622,1484MB,9,7,8,1,0,0,"4,099 MXN",
1402,1,0.6,1,3,0,46 GB,0.3,87,7,12,1081,1767,347MB,17,0,12,1,0,1,EUR 24000,
965,1,0.5,0,15,0,53000 MB,1,131,8,19,297,653,3227MB,12,6,8,1,0,no,"$9,049 ",
1270,1,2.3,0,0,0,58 MB,0.5,104,5,1,1512,1716,3299MB,13,4,16,0,0,yes,"49,089 pesos",
919,0,0.5,1,11,0,13000 MB,0.3,159,1,15,275,570,1028MB,8,4,17,1,0,no,"$42,099 ",
1963,1,1,0,16,1,34816 MB,0.1,157,2,17,1136,1813,714MB,18,2,2,1,0,1,"$41,049 ",
1977,0,1.3,1,2,0,31 GB,0.4,173,8,6,1145,1356,2641MB,8,2,7,0,0,no,"15,000 pesos",
1881,0,2.2,0,4,0,51GB,0.3,158,5,7,477,1553,1229MB,12,0,14,1,0,0,"24,089 pesos",
683,0,0.7,0,5,0,19 GB,0.9,173,4,17,954,1985,2622MB,16,3,5,0,0,1,36000 USD,
772,0,2.6,1,7,0,6 GB,0.1,100,2,10,741,1471,929MB,13,6,18,0,1,yes,"47,089 MXN",
536,1,1.4,0,0,1,53 MB,0.7,135,3,0,547,705,1211MB,15,10,7,1,0,1,"$38,090 ",
1694,0,1.8,0,0,0,53000 MB,1,186,6,0,1194,1208,1653MB,7,5,6,1,0,No,"$45,000 ",
1633,0,1.7,1,3,1,33 GB,0.9,111,2,19,146,906,511MB,9,0,7,1,1,no,"$50,099 MXN",
1371,0,0.5,0,4,0,52 GB,0.5,167,4,19,471,663,3034MB,13,6,8,0,0,no,"$19,049 ",
551,1,2.8,0,0,1,54 GB,0.1,172,7,15,169,1916,1414MB,6,1,19,1,0,yes,17000 USD,
1221,0,0.5,0,1,1,28 MB,0.5,139,1,7,1895,1976,2438MB,13,11,10,1,1,1,EUR 17100,
1000,1,0.5,0,12,0,63GB,0.7,179,8,18,1537,1761,3744MB,11,1,7,0,0,1,11100 MXN,
1986,0,2.7,1,3,1,65536 MB,0.2,162,4,20,236,1520,1377MB,5,3,15,1,1,Yes,"USD 26,099",
1119,0,0.5,1,0,1,23000 MB,0.4,164,4,1,821,915,3520MB,7,4,7,1,0,0,42000 MXN,
1699,0,0.5,1,1,0,59GB,0.5,97,4,3,466,1768,3796MB,17,10,12,0,1,1,34100 USD,
1099,0,0.5,0,13,1,61 GB,0.3,146,3,20,393,1096,1699MB,17,10,3,1,1,Yes,31100 USD,
1576,0,2.6,0,7,0,59392 MB,0.2,90,3,16,400,631,336MB,14,8,13,1,1,Yes,"USD 39,000",
950,1,0.5,0,9,0,55GB,0.1,156,5,10,774,843,1095MB,14,12,13,0,1,0,48100 USD,
1081,1,2.5,1,13,0,49 MB,1,99,3,17,284,519,325MB,9,1,6,0,0,yes,"$6,099 ",
606,0,2.5,0,1,1,53 GB,0.2,146,4,2,465,1152,1223MB,19,12,7,1,0,no,EUR 29000,
502,0,1.5,1,7,0,37 GB,0.2,199,2,12,705,1810,1649MB,6,1,14,0,1,no,"19,089 MXN",
957,1,0.7,0,0,1,4 MB,0.1,160,2,0,38,1682,1898MB,12,4,3,1,1,0,"23,049 pesos",
1658,1,1.4,1,0,1,38GB,0.3,159,5,0,51,739,2609MB,12,11,19,1,0,no,"$33,089 MXN",
1681,1,2.5,1,6,0,18432 MB,0.3,167,1,7,850,1005,2265MB,5,3,20,1,1,1,EUR 4000,
1983,1,0.5,1,3,0,44032 MB,1,87,6,10,349,676,2775MB,9,4,3,0,1,1,"$3,000 ",
1753,0,1.2,0,8,1,12000 MB,0.9,113,7,17,387,1595,1445MB,17,16,12,1,1,1,"$30,099 MXN",
1632,1,1.4,0,0,0,41000 MB,0.1,132,4,1,706,1623,2614MB,5,4,15,1,0,0,"$29,049 ",
1949,1,1.4,0,7,0,57000 MB,0.3,145,7,11,951,1178,356MB,5,3,19,0,0,0,"$43,089 ",
1696,0,1.7,0,1,0,13GB,0.9,97,3,2,179,772,523MB,5,0,4,0,1,Yes,19000 USD,
688,0,2.5,1,0,0,58368 MB,0.8,131,7,3,426,1964,3745MB,17,1,4,0,1,0,18000 USD,
1104,0,1.7,0,1,1,60 GB,0.4,199,2,13,653,1413,1229MB,6,0,3,1,1,yes,"$44,049 MXN",
1122,0,2.8,0,0,0,28GB,0.6,184,3,4,1578,1963,1402MB,14,10,3,0,1,No,"$27,089 ",
504,1,0.5,1,2,1,47104 MB,0.9,172,5,14,280,1795,2085MB,13,5,8,1,0,0,"USD 29,000",
1154,0,0.5,0,12,1,14336 MB,0.7,156,7,14,251,1801,587MB,8,3,4,1,1,1,EUR 2000,
1727,0,2.1,0,2,1,63 MB,0.6,85,7,8,1463,1992,2457MB,19,13,7,1,0,yes,"6,049 pesos",
1674,0,2.8,1,0,1,52 GB,0.2,89,3,7,1432,1649,2030MB,7,0,6,1,0,no,"$16,099 MXN",
1948,0,2.8,1,5,1,18GB,0.2,135,2,14,477,571,816MB,16,2,3,1,0,no,"USD 2,089",
1218,1,2.8,1,3,0,39936 MB,0.8,150,7,14,1122,1746,1667MB,10,0,12,0,0,0,EUR 29000,
531,0,1.1,0,10,0,64512 MB,0.7,189,7,14,145,1903,2958MB,17,1,19,0,1,no,6000 MXN,
1057,0,2.1,0,4,0,5120 MB,0.5,154,5,13,416,1055,3705MB,6,4,13,1,0,no,"USD 7,000",
576,0,1.2,0,1,0,30GB,0.8,162,8,5,847,893,2800MB,11,6,16,0,1,yes,"22,089 MXN",
1960,1,2.1,0,1,0,7 GB,0.2,165,7,9,868,877,3773MB,11,9,6,0,1,Yes,"$10,099 ",
673,1,1.7,1,3,1,22 MB,0.1,88,1,5,594,1088,2050MB,7,2,17,1,1,0,"USD 43,049",
718,0,0.7,1,0,1,21 GB,0.8,88,1,7,518,830,1754MB,17,11,9,1,0,yes,"35,000 pesos",
864,0,1.7,0,3,1,35000 MB,0.3,103,3,7,663,1805,1904MB,12,8,13,1,1,yes,EUR 43000,
547,0,1.9,1,1,0,37000 MB,0.4,154,5,4,371,541,2705MB,17,3,10,1,1,No,"$24,049 ",
623,1,0.9,0,1,1,3 MB,0.1,102,8,7,1749,1781,3537MB,16,13,3,1,0,1,"$28,099 ",
1793,0,0.7,1,11,0,27648 MB,0.4,154,5,13,586,722,1370MB,16,3,19,1,0,Yes,"$7,000 ",
1720,1,0.7,1,0,0,19 GB,0.1,137,2,3,409,646,1222MB,13,2,7,0,0,0,"50,000 pesos",
812,0,0.5,1,1,0,64 GB,1,106,4,7,35,1309,3102MB,6,0,2,0,0,no,48100 USD,
980,1,0.5,0,0,1,33 GB,0.9,160,6,0,1008,1758,2268MB,7,5,4,1,1,no,"$29,089 ",
643,0,1,0,9,1,18 GB,0.2,187,8,12,442,1079,2648MB,7,5,18,1,1,1,"USD 17,089",
1925,0,3,1,0,1,16000 MB,0.8,175,8,11,983,1087,2173MB,7,3,19,1,1,No,"$17,089 MXN",
1408,1,2.5,0,3,0,32 GB,0.1,151,4,6,875,982,3162MB,19,18,3,1,0,0,"$44,089 ",
1522,1,0.7,1,4,0,28000 MB,0.2,124,1,5,952,1191,1368MB,14,5,17,1,0,1,35000 MXN,
587,1,2.5,0,16,1,52224 MB,0.6,111,1,17,244,1361,2746MB,10,4,7,1,0,1,"$20,000 ",
1959,0,0.5,1,5,0,18432 MB,0.7,191,6,20,65,1055,619MB,7,4,8,1,1,yes,"USD 33,099",
1872,0,0.5,1,3,0,17GB,0.7,89,6,6,1749,1767,724MB,17,3,9,1,0,1,"17,099 pesos",
1043,1,0.5,0,7,0,43008 MB,0.1,111,3,8,716,1626,912MB,16,9,6,0,1,0,6000 USD,
1809,0,0.5,0,6,0,23000 MB,0.7,123,6,19,433,1661,2784MB,12,6,20,1,1,yes,22000 MXN,
1703,1,0.5,0,5,1,23 MB,0.2,92,6,7,134,521,793MB,7,3,17,1,1,0,38100 USD,
1095,1,0.5,0,4,0,46080 MB,0.5,197,1,5,179,1247,560MB,9,1,10,1,1,0,EUR 36000,
1414,0,2.6,0,1,0,27000 MB,0.6,137,4,20,804,1564,312MB,5,2,8,0,0,yes,"6,000 pesos",
1659,1,2.5,0,2,0,41984 MB,0.1,88,7,18,787,1515,545MB,12,0,9,0,1,Yes,"6,000 MXN",
1540,0,0.7,1,1,0,60000 MB,0.8,197,7,12,704,822,1591MB,19,0,2,1,0,yes,"$15,000 MXN",
1342,0,1,0,0,1,31 MB,0.6,86,7,1,991,1638,2746MB,15,5,10,1,1,No,"$27,090 ",
1189,1,2.3,0,13,0,8GB,0.5,198,3,14,379,932,893MB,9,6,13,1,1,no,28100 MXN,
518,1,2.4,0,0,1,62 MB,0.6,128,6,0,489,710,2514MB,16,12,7,1,1,1,"7,049 MXN",
1449,0,0.8,1,3,1,10 GB,0.2,144,1,12,1518,1883,1032MB,10,0,8,1,1,yes,"USD 7,089",
516,0,1.1,1,0,1,39 GB,0.4,91,5,7,855,1401,819MB,8,0,10,1,1,yes,"$34,049 ",
1569,0,0.8,1,8,0,59 GB,0.9,111,3,16,1261,1383,3672MB,15,2,15,1,0,yes,36100 MXN,
1312,1,0.8,1,0,0,24 GB,0.9,156,6,0,115,1791,3833MB,14,13,17,0,1,no,"39,000 MXN",
1893,1,0.5,1,1,0,23 MB,0.1,179,8,3,1203,1432,1482MB,15,7,17,0,1,0,"$46,099 ",
1076,0,2.5,0,3,0,14 MB,0.2,105,5,4,545,1300,2043MB,7,5,14,0,0,0,"USD 5,049",
530,1,2.6,0,1,0,40GB,0.9,118,6,2,818,1090,1229MB,16,11,2,0,1,0,EUR 29000,
1044,1,2.8,1,7,0,33 MB,0.6,129,4,13,42,1262,1816MB,17,16,15,1,0,Yes,"41,000 MXN",
1330,0,1.1,0,11,0,37000 MB,0.7,126,7,20,1103,1637,2166MB,10,1,4,1,0,No,"USD 44,049",
1836,0,1.1,1,0,0,14 GB,0.7,104,5,1,168,1068,2469MB,18,6,7,1,1,1,"$2,049 MXN",
1741,1,0.5,0,1,1,56320 MB,0.1,140,5,3,719,755,2575MB,13,10,7,1,1,1,12100 USD,
1869,0,2.6,0,0,1,30 GB,0.4,152,1,13,163,874,1375MB,15,3,19,1,0,no,"$35,089 ",
1331,0,0.5,0,8,0,55 GB,0.9,146,3,15,1162,1531,1732MB,6,2,11,1,0,Yes,"25,049 MXN",
1655,1,0.5,1,6,1,4096 MB,0.1,105,3,12,626,1348,673MB,10,3,12,1,0,no,"$48,000 MXN",
605,0,1.5,0,9,1,18 GB,0.9,162,2,14,329,656,2301MB,15,9,8,1,0,0,"23,099 MXN",
1245,1,0.6,0,2,0,30000 MB,0.7,105,5,3,330,1434,2676MB,17,8,7,1,0,0,"35,000 MXN",
1709,1,0.8,0,8,1,58GB,0.8,136,2,10,956,1292,1781MB,18,3,17,1,0,No,EUR 47000,
846,1,2.6,0,0,1,58 MB,0.1,123,4,15,1140,1983,2248MB,16,8,13,1,0,no,"$31,089 MXN",
1403,1,2.5,1,3,0,63488 MB,0.9,90,4,13,217,1623,921MB,14,13,18,1,0,no,33000 USD,
688,1,1.5,0,0,0,2000 MB,1,89,3,2,271,869,391MB,5,2,8,1,1,1,"USD 12,089",
775,1,2.5,1,1,1,10 MB,0.1,185,7,14,444,1555,1719MB,19,3,18,1,1,1,"$38,000 ",
1154,0,2,0,6,1,35 GB,0.8,159,5,16,1003,1827,3262MB,16,15,16,1,0,0,"$49,000 MXN",
1375,0,0.5,1,2,1,35000 MB,0.1,194,2,3,227,772,1947MB,15,13,15,1,1,1,"$2,049 MXN",
1827,1,0.8,0,4,0,61GB,0.9,130,7,9,253,1764,2693MB,8,3,7,0,1,yes,32100 MXN,
1697,0,0.5,0,0,1,60 GB,0.1,90,4,0,88,1046,441MB,15,1,11,1,1,0,"$11,049 MXN",
741,0,1.5,0,1,0,14000 MB,0.3,178,5,13,334,594,1886MB,19,11,9,1,1,yes,"$37,099 ",
1672,1,0.5,1,13,1,32000 MB,0.7,174,1,20,1281,1896,1267MB,17,4,20,1,1,0,22000 MXN,
514,1,0.7,0,4,0,57 GB,0.1,186,3,7,168,1320,687MB,6,0,20,1,1,yes,"48,089 MXN",
1375,1,1.3,1,2,0,12 GB,0.1,105,1,13,898,1687,2890MB,17,1,12,0,0,0,"USD 6,089",
989,1,1.8,1,4,1,56320 MB,0.7,124,1,12,46,1069,1737MB,8,5,10,1,0,yes,"$34,000 ",
1510,1,2.5,1,11,0,47 MB,0.7,138,2,13,118,1170,887MB,18,6,5,0,0,no,16000 MXN,
1266,0,2.6,0,1,0,18 MB,0.4,86,7,2,1187,1595,398MB,16,8,3,1,1,yes,"6,099 MXN",
1396,0,2.4,1,0,0,46GB,0.1,138,7,1,1191,1347,2389MB,7,3,15,0,0,yes,"USD 21,089",
808,0,2.3,0,3,0,46080 MB,0.8,161,1,9,526,1324,3431MB,15,6,13,0,1,yes,"$37,099 MXN",
1542,0,2.3,0,1,0,43 GB,0.8,182,2,11,346,966,3601MB,14,4,16,0,0,0,"25,049 MXN",
745,1,0.6,1,5,0,35840 MB,0.8,102,8,10,89,1538,2459MB,14,1,16,1,1,0,"38,089 pesos",
1735,1,1.9,1,0,1,59GB,0.7,148,6,0,137,846,3230MB,6,1,9,1,1,no,17100 USD,
586,0,0.5,1,1,0,57 GB,0.3,188,2,5,1226,1389,3646MB,15,4,11,1,1,1,"$39,099 ",
1341,1,2.1,1,0,0,36 GB,0.4,107,8,1,473,574,2200MB,18,14,15,0,1,0,"$48,049 ",
781,1,1.3,1,1,0,64000 MB,0.2,88,2,7,368,607,3862MB,17,10,9,0,0,no,"$2,099 MXN",
501,1,0.5,1,14,0,22 GB,0.5,174,6,20,239,1636,3077MB,17,3,17,0,0,no,"$16,089 MXN",
1224,1,1.8,1,2,1,44000 MB,0.2,139,2,9,622,709,621MB,11,4,14,1,1,1,23000 MXN,
1970,0,1.6,1,11,1,59392 MB,0.3,80,8,19,654,882,2372MB,14,12,2,1,1,No,"USD 49,089",
618,1,2.2,1,0,1,63 GB,0.9,138,2,1,853,1781,2574MB,14,3,5,1,1,no,15000 MXN,
1537,0,2.9,0,11,1,46 MB,0.8,158,4,17,686,1305,2857MB,17,14,2,1,1,yes,"$33,000 ",
1018,0,2.2,0,8,0,16 MB,0.6,153,8,10,992,1433,3143MB,17,12,20,0,1,no,"USD 47,089",
1545,0,1.3,1,15,1,35 MB,0.1,173,5,20,115,1352,3197MB,14,9,6,1,0,yes,"$4,000 ",
1871,0,2.1,0,4,1,41 MB,0.4,144,8,5,275,1966,2727MB,15,8,11,1,0,0,EUR 28090,
1729,1,2.1,1,1,0,12 MB,0.9,186,1,6,461,1178,1519MB,9,4,5,1,0,1,"49,000 pesos",
680,1,2.1,1,9,1,9GB,0.1,131,3,11,1428,1500,2438MB,14,2,17,1,0,0,8000 MXN,
1106,1,1.9,0,4,0,54 GB,0.7,107,3,9,614,1212,2674MB,9,3,9,1,0,1,6000 MXN,
635,1,0.6,1,1,1,51200 MB,0.3,97,5,13,193,989,2107MB,13,12,12,1,0,no,"$44,049 ",
618,0,0.6,0,8,0,16384 MB,0.2,143,1,14,1105,1602,2262MB,16,15,4,0,1,0,20100 USD,
1671,0,0.5,1,13,0,5000 MB,0.9,179,8,18,398,1263,815MB,16,6,10,1,1,yes,27100 USD,
1562,1,1.2,1,0,1,52000 MB,0.1,105,7,9,480,728,2829MB,13,10,3,1,1,yes,"$30,089 ",
1975,1,1.9,1,2,0,31 MB,0.9,151,1,17,775,1607,3022MB,13,5,19,0,0,yes,"$6,049 ",
831,1,0.7,0,2,1,62000 MB,0.7,134,8,9,1482,1490,2573MB,16,12,18,1,0,1,"$39,000 ",
1524,1,1.8,1,0,0,10240 MB,0.6,174,4,1,154,550,2678MB,16,5,13,1,0,1,EUR 8000,
1528,1,1.8,1,3,1,55GB,0.8,129,5,6,454,1762,1282MB,11,9,11,1,1,1,31100 MXN,
1447,1,2.5,1,2,0,9 GB,0.2,155,8,16,737,1455,568MB,12,11,8,0,0,no,"$9,089 ",
1344,0,1.5,0,1,0,14000 MB,0.5,190,1,3,419,556,2074MB,8,1,5,1,1,no,EUR 30090,
564,0,3,1,1,0,8000 MB,0.7,130,2,3,853,1737,2227MB,9,2,14,1,0,Yes,"USD 18,000",
921,0,0.6,1,1,0,60 MB,0.1,83,2,3,1211,1229,1080MB,10,0,6,0,0,1,"12,089 pesos",
1413,1,1.7,0,2,0,10240 MB,0.2,200,6,6,314,1606,2867MB,5,4,15,0,1,no,4000 USD,
831,0,2.4,0,10,0,55 GB,0.5,86,6,12,172,1239,1075MB,12,11,3,1,1,0,"$11,000 ",
